open_time,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore
2024-09-03 12:00:00+00:00,0.09958,0.10055,0.09674,0.0969,3580762.0,2024-09-03 15:59:59.999000+00:00,354251.88322,2206,1892290.0,186994.00403,
2024-09-03 16:00:00+00:00,0.09688,0.0986,0.09666,0.09762,888590.0,2024-09-03 19:59:59.999000+00:00,86995.54459,858,428295.0,41942.75709,
2024-09-03 20:00:00+00:00,0.09776,0.0981,0.09646,0.09665,1768066.0,2024-09-03 23:59:59.999000+00:00,172588.80983,764,944693.0,92161.08602,
2024-09-04 00:00:00+00:00,0.09685,0.09746,0.09193,0.09595,3866751.0,2024-09-04 03:59:59.999000+00:00,367604.27997,1960,2033260.0,193049.75106,
2024-09-04 04:00:00+00:00,0.09576,0.09674,0.09452,0.09634,2019587.0,2024-09-04 07:59:59.999000+00:00,192834.69686,2166,1064699.0,101656.54008,
2024-09-04 08:00:00+00:00,0.09627,0.09694,0.09505,0.09568,719707.0,2024-09-04 11:59:59.999000+00:00,69194.18773,845,306068.0,29456.19745,
2024-09-04 12:00:00+00:00,0.09557,0.09874,0.09458,0.09857,3677141.0,2024-09-04 15:59:59.999000+00:00,355534.08438,1997,1709530.0,165833.15105,
2024-09-04 16:00:00+00:00,0.09852,0.09951,0.0976,0.09816,3968705.0,2024-09-04 19:59:59.999000+00:00,391645.81291,1710,2265842.0,223599.59503,
2024-09-04 20:00:00+00:00,0.09793,0.0987,0.0975,0.09802,692368.0,2024-09-04 23:59:59.999000+00:00,67950.78702,372,378653.0,37177.78338,
2024-09-05 00:00:00+00:00,0.09805,0.09856,0.09605,0.09635,933812.0,2024-09-05 03:59:59.999000+00:00,91042.33441,549,371944.0,36182.14525,
2024-09-05 04:00:00+00:00,0.09621,0.09809,0.09616,0.09764,1053391.0,2024-09-05 07:59:59.999000+00:00,102323.50745,1134,635027.0,61678.23059,
2024-09-05 08:00:00+00:00,0.09758,0.09797,0.097,0.09745,478333.0,2024-09-05 11:59:59.999000+00:00,46590.88471,538,179107.0,17455.04528,
2024-09-05 12:00:00+00:00,0.09746,0.09896,0.09659,0.09686,1615673.0,2024-09-05 15:59:59.999000+00:00,158171.1958,2178,888745.0,87074.11756,
2024-09-05 16:00:00+00:00,0.09695,0.09915,0.09654,0.09736,1109685.0,2024-09-05 19:59:59.999000+00:00,108597.99267,1425,636228.0,62192.73848,
2024-09-05 20:00:00+00:00,0.09746,0.09862,0.09737,0.09835,601575.0,2024-09-05 23:59:59.999000+00:00,58972.56652,486,329175.0,32278.91846,
2024-09-06 00:00:00+00:00,0.0984,0.09941,0.09804,0.09875,359660.0,2024-09-06 03:59:59.999000+00:00,35494.07195,302,266883.0,26341.43837,
2024-09-06 04:00:00+00:00,0.09883,0.099,0.0969,0.09744,937850.0,2024-09-06 07:59:59.999000+00:00,92009.88998,1172,349006.0,34271.89528,
2024-09-06 08:00:00+00:00,0.09743,0.09791,0.09683,0.09689,1086390.0,2024-09-06 11:59:59.999000+00:00,105746.14936,1228,403794.0,39245.68823,
2024-09-06 12:00:00+00:00,0.0969,0.09781,0.09282,0.0937,4729733.0,2024-09-06 15:59:59.999000+00:00,451688.62218,5552,2241405.0,214405.81768,
2024-09-06 16:00:00+00:00,0.09358,0.0936,0.09033,0.09097,3537465.0,2024-09-06 19:59:59.999000+00:00,324951.15221,2453,2030223.0,186620.38754,
2024-09-06 20:00:00+00:00,0.09078,0.09253,0.08897,0.09252,3040933.0,2024-09-06 23:59:59.999000+00:00,275535.51429,2036,1509796.0,136924.66858,
